loss,lvl1_loss,lvl2_loss,lvl3_loss,lvl1_accuracy,lvl2_accuracy,lvl3_accuracy,val_loss,val_lvl1_loss,val_lvl2_loss,val_lvl3_loss,val_lvl1_accuracy,val_lvl2_accuracy,val_lvl3_accuracy
1.1575872898101807,0.17473742365837097,0.3945094645023346,0.5883398652076721,0.9323921203613281,0.8620988726615906,0.8039302229881287,2.954529047012329,0.3735195994377136,1.0300657749176025,1.5509419441223145,0.8620721101760864,0.7278051376342773,0.630603551864624
0.7886784076690674,0.11608431488275528,0.2713356018066406,0.4012592136859894,0.9559983015060425,0.9040501117706299,0.8614762425422668,3.249307632446289,0.4049637019634247,1.1771193742752075,1.6672265529632568,0.8484273552894592,0.6534664630889893,0.5847458839416504
0.650616466999054,0.09547837823629379,0.22449053823947906,0.33064761757850647,0.9638758301734924,0.9204663038253784,0.8841656446456909,1.5216383934020996,0.1769087314605713,0.46714654564857483,0.8775839805603027,0.9287086725234985,0.8376829624176025,0.7329668998718262
0.5644194483757019,0.08250100910663605,0.19477508962154388,0.2871437072753906,0.9688205718994141,0.9308770298957825,0.8986915946006775,1.5978871583938599,0.2876400351524353,0.5313209891319275,0.7789263725280762,0.9020885229110718,0.8294028639793396,0.7660468816757202
0.5042715668678284,0.07317554950714111,0.1736447662115097,0.25745126605033875,0.9726375937461853,0.9383874535560608,0.9088995456695557,1.106380820274353,0.14181365072727203,0.36564725637435913,0.5989201068878174,0.9471703767776489,0.8762340545654297,0.8131569623947144
0.4569339156150818,0.0655609667301178,0.15691934525966644,0.23445388674736023,0.9754405617713928,0.9446972012519836,0.9165762662887573,0.9209794998168945,0.13073638081550598,0.31396839022636414,0.47627416253089905,0.9508160948753357,0.8896049857139587,0.8393105864524841
0.4214964210987091,0.05930054187774658,0.14449827373027802,0.21769793331623077,0.9774910807609558,0.9484493136405945,0.9221314787864685,1.3082613945007324,0.15229015052318573,0.4954160153865814,0.6605551838874817,0.9461106657981873,0.8589233160018921,0.8038272261619568
0.39030760526657104,0.054781436920166016,0.13307155668735504,0.20245428383350372,0.9793691635131836,0.9523292779922485,0.9270579814910889,0.6902923583984375,0.09970641881227493,0.2366817593574524,0.35390424728393555,0.9632135033607483,0.918760359287262,0.8810206055641174
0.3619767725467682,0.049996279180049896,0.12339790165424347,0.18858280777931213,0.9811803698539734,0.9555683135986328,0.9321832060813904,1.011102557182312,0.147711381316185,0.3639587461948395,0.4994324743747711,0.9461867213249207,0.8835608959197998,0.8388745784759521
0.33807373046875,0.04595896229147911,0.11491077393293381,0.17720408737659454,0.9826224446296692,0.9586836099624634,0.9358217716217041,0.9806454181671143,0.14306236803531647,0.32462140917778015,0.5129612684249878,0.9515259861946106,0.8927233219146729,0.8403297662734985
0.31504231691360474,0.04196801409125328,0.10659675300121307,0.16647791862487793,0.9841699600219727,0.9616630673408508,0.9392372965812683,0.5640546679496765,0.08011411130428314,0.1948346495628357,0.2891058325767517,0.9711386561393738,0.9341442584991455,0.9005572199821472
0.2940366268157959,0.03852398321032524,0.09925969690084457,0.15625332295894623,0.9854537844657898,0.9642672538757324,0.9427967667579651,1.3423352241516113,0.20872099697589874,0.46363162994384766,0.6699821949005127,0.930711567401886,0.8619047999382019,0.8084312081336975
0.276774138212204,0.03565027937293053,0.09321430325508118,0.14790955185890198,0.9863684773445129,0.9660581350326538,0.9455713033676147,1.2151048183441162,0.20209166407585144,0.41440674662590027,0.598606526851654,0.9471298456192017,0.888367772102356,0.8473524451255798
0.2597353756427765,0.03250444680452347,0.08720619231462479,0.1400250494480133,0.9876726269721985,0.9682992696762085,0.9483438730239868,1.6466147899627686,0.18111290037631989,0.5296233892440796,0.9358783960342407,0.9460447430610657,0.8550596237182617,0.772674024105072
0.24378453195095062,0.03076874278485775,0.0812055915594101,0.13181033730506897,0.9884535074234009,0.9705222249031067,0.9507736563682556,1.1947494745254517,0.18407228589057922,0.39716166257858276,0.6135154366493225,0.9481844902038574,0.889828085899353,0.8361263275146484
0.2304372638463974,0.027902550995349884,0.07653767615556717,0.12599702179431915,0.9892404079437256,0.971960186958313,0.9527166485786438,0.651083767414093,0.11299164593219757,0.22288928925991058,0.31520289182662964,0.9659008383750916,0.9314822554588318,0.902174711227417
0.21514944732189178,0.025773262605071068,0.07090085744857788,0.11847542226314545,0.9904593825340271,0.9743717312812805,0.9557163715362549,0.6121048331260681,0.09807899594306946,0.21704143285751343,0.2969842553138733,0.9683701992034912,0.9337589144706726,0.9068852663040161
0.20423172414302826,0.02404099330306053,0.06719528883695602,0.11299581825733185,0.9910576939582825,0.9754061102867126,0.9577141404151917,1.089322566986084,0.1791490614414215,0.35598024725914,0.5541931390762329,0.9549282789230347,0.9020276665687561,0.8509169816970825
0.19149340689182281,0.022261790931224823,0.06238330900669098,0.10684826225042343,0.9917188882827759,0.9771442413330078,0.9598579406738281,0.602047860622406,0.10671451687812805,0.20350606739521027,0.2918270230293274,0.9695921540260315,0.9398942589759827,0.9125388264656067
0.17987509071826935,0.02008531242609024,0.058336421847343445,0.10145346075296402,0.9923760294914246,0.978651225566864,0.9616224765777588,0.7193053960800171,0.11385400593280792,0.2499707043170929,0.3554804027080536,0.9680253863334656,0.9291244745254517,0.8972208499908447
0.16945384442806244,0.018575221300125122,0.054739467799663544,0.09613905847072601,0.9930128455162048,0.9800242781639099,0.9635797142982483,1.0785800218582153,0.16033145785331726,0.37221136689186096,0.5460372567176819,0.9585739970207214,0.9030671715736389,0.8576709032058716
0.16042764484882355,0.017663154751062393,0.0512184277176857,0.09154582768678665,0.9933982491493225,0.981279730796814,0.9650927186012268,0.5241869688034058,0.08421379327774048,0.18308025598526,0.25689318776130676,0.976984977722168,0.9498831033706665,0.9263508915901184
0.15160486102104187,0.016245462000370026,0.047973036766052246,0.08738638460636139,0.9938789010047913,0.9822188019752502,0.9664921760559082,0.6057250499725342,0.09924008697271347,0.20530222356319427,0.3011827766895294,0.9733849167823792,0.9441534280776978,0.9141563177108765
0.14606988430023193,0.015696531161665916,0.04562875255942345,0.08474446833133698,0.9943088889122009,0.9833120107650757,0.967546820640564,0.6255626082420349,0.09670717269182205,0.21901753544807434,0.30983731150627136,0.9749314188957214,0.9415573477745056,0.9115450382232666
0.13837800920009613,0.014596997760236263,0.04340709373354912,0.08037375658750534,0.9945603609085083,0.9839995503425598,0.9691511392593384,0.9520072937011719,0.15771272778511047,0.35865074396133423,0.4356439709663391,0.9628940224647522,0.9169400334358215,0.889787495136261
0.13325318694114685,0.014064976014196873,0.04122907668352127,0.07795914262533188,0.9949132800102234,0.9848858714103699,0.9700232744216919,0.6433185935020447,0.09672365337610245,0.2273702174425125,0.31922465562820435,0.9741809964179993,0.9394885897636414,0.9131675958633423
